tag,value,agency,rule_id,rule_name,rule_type,example_id,dataset_name,reject,correct,reviewed
Foreing Policy,national security reasons,"""DEPARTMENT OF TRANSPORTATION""","""02-1187""","""Security Zone; San Juan, PR""","""rule""",f8fd09f1-2ebc-4693-ba9c-7d413da5446f,January 2002,,,f
Foreing Policy,national security reasons,"""DEPARTMENT OF TRANSPORTATION""","""02-1253""","""Security Zone; St. Croix, USVI""","""rule""",44a93d51-90ed-443c-826e-2426ab66dee4,January 2002,,,f
Foreing Policy,national security reasons,"""DEPARTMENT OF TRANSPORTATION ""","""02-546""","""Security Zones; Port of Palm Beach, Palm Beach, FL; Port Everglades, Fort Lauderdale, FL; Port of Miami, Miami, FL; and Port of Key West, Key West, FL ""","""rule""",ea6e29b3-eab8-40fd-ba5d-98b54d9c5e41,January 2002,,,f
Foreing Policy,national security reasons,"""DEPARTMENT OF TRANSPORTATION ""","""02-502""","""Security Zone; Port Hueneme Harbor, Ventura County, CA ""","""rule""",dd27a114-4768-487f-8486-1de7b1ffea4f,January 2002,,,f
Foreing Policy,national security reasons,"""DEPARTMENT OF TRANSPORTATION""","""02-2210""","""Security Zones; Hutchinson Island, St. Lucia, FL and Turkey Point Biscayne Bay, Florida City, FL""","""rule""",11a80fcd-b62a-4505-89ae-97159526be6f,January 2002,,,f
Foreing Policy,national security,"""DEPARTMENT OF ENERGY ""","""02-2111""","""Privacy Act; Implementation ""","""rule""",4c35a3e2-7422-403d-8b3d-e1bc695a9fad,January 2002,,,f
statute,the Act,"""DEPARTMENT OF ENERGY ""","""02-2111""","""Privacy Act; Implementation ""","""rule""",8aaf1e88-9df7-4080-9e7b-ddb78f5de5db,January 2002,,,f
Foreing Policy,national security,"""DEPARTMENT OF ENERGY ""","""02-2111""","""Privacy Act; Implementation ""","""rule""",8aaf1e88-9df7-4080-9e7b-ddb78f5de5db,January 2002,,,f
Foreing Policy,national security,"""DEPARTMENT OF ENERGY ""","""02-2111""","""Privacy Act; Implementation ""","""rule""",f2bb3187-7351-4af9-b0ec-950c10e1c18b,January 2002,,,f
Foreing Policy,national security,"""DEPARTMENT OF ENERGY ""","""02-2111""","""Privacy Act; Implementation ""","""rule""",55559866-e2d2-421b-aff0-81e905bf1a53,January 2002,,,f
Foreing Policy,national security,"""DEPARTMENT OF ENERGY ""","""02-2111""","""Privacy Act; Implementation ""","""rule""",c5d18b5a-dac7-4923-abab-71a1f2e6e8b7,January 2002,,,f
Foreing Policy,national security,"""DEPARTMENT OF ENERGY ""","""02-2111""","""Privacy Act; Implementation ""","""rule""",3c43b7a2-9f03-4504-938e-aacfeca7efb9,January 2002,,,f
Foreing Policy,protect national security,"""DEPARTMENT OF ENERGY ""","""02-2111""","""Privacy Act; Implementation ""","""rule""",20d3b79f-fa30-44b7-ae5f-4dc5c7a571dd,January 2002,,,f
Foreing Policy,national security,"""DEPARTMENT OF ENERGY ""","""02-2111""","""Privacy Act; Implementation ""","""rule""",dcfdfb1d-6f16-471f-a2e0-d22e5158e254,January 2002,,,f
Foreing Policy,national security,"""DEPARTMENT OF ENERGY ""","""02-2111""","""Privacy Act; Implementation ""","""rule""",1ee9a265-7356-409e-a9ce-753d4ceecf78,January 2002,,,f
Foreing Policy,protect national security,"""DEPARTMENT OF ENERGY ""","""02-2111""","""Privacy Act; Implementation ""","""rule""",2d31e364-6d0b-414f-a729-fbc30ffea6a0,January 2002,,,f
statute,"5 U.S.C. 552a(d), (e)(4)(G) and (H), and (f)","""DEPARTMENT OF ENERGY ""","""02-2111""","""Privacy Act; Implementation ""","""rule""",2d31e364-6d0b-414f-a729-fbc30ffea6a0,January 2002,,,f
Foreing Policy,national security,"""DEPARTMENT OF TRANSPORTATION ""","""02-2153""","""Security Zones; Port Everglades, Fort Lauderdale, FL""","""rule""",269e2c31-5269-4933-8770-d3c0398f84f2,January 2002,,,f
Foreing Policy,national security,"""DEPARTMENT OF TRANSPORTATION ""","""02-2039""","""Security Zones; San Pedro Bay, California ""","""rule""",486f48ae-0ab2-4bf2-8fa7-1c3a0b0abc4e,January 2002,,,f
Foreing Policy,threats to national security,"""DEPARTMENT OF TRANSPORTATION ""","""02-2039""","""Security Zones; San Pedro Bay, California ""","""rule""",959e54ab-8391-4445-9c15-def07998e5cf,January 2002,,,f
Foreing Policy,national security reasons,"""DEPARTMENT OF TRANSPORTATION ""","""02-1369""","""Security Zones; Port of Los Angeles and Catalina Island ""","""rule""",26d8162c-9d6d-475d-ab36-c43155796ba4,January 2002,,,f
Foreing Policy,easons of national security,"""GENERAL SERVICES ADMINISTRATION ""","""02-880""","""Donation of Surplus Personal Property ""","""rule""",8a0271e2-c11e-484f-9343-23ffe06568bd,January 2002,,,f
statute,5 U.S.C. 553(b)(3)(B),"""DEPARTMENT OF TRANSPORTATION ""","""01-32049""","""Qualification and Certification of Locomotive Engineers; and Other Proceedings ""","""rule""",cee7aa45-145e-4bd8-9f01-a639baf0543d,January 2002,,,f
Foreing Policy,national security interests,"""DEPARTMENT OF TRANSPORTATION ""","""01-32049""","""Qualification and Certification of Locomotive Engineers; and Other Proceedings ""","""rule""",cee7aa45-145e-4bd8-9f01-a639baf0543d,January 2002,,,f
statute,22 U.S.C. 3905,"""DEPARTMENT OF STATE""","""02-711""","""The Thomas R. Pickering Foreign Affairs/Graduate Foreign Affairs Fellowship Program and Grants to Post-Secondary Institutions""","""prorule""",b664e40c-caa5-40f7-b7d7-0f1d9bd2bc96,January 2002,,,f
Foreing Policy,United States' interests,"""DEPARTMENT OF STATE""","""02-711""","""The Thomas R. Pickering Foreign Affairs/Graduate Foreign Affairs Fellowship Program and Grants to Post-Secondary Institutions""","""prorule""",b664e40c-caa5-40f7-b7d7-0f1d9bd2bc96,January 2002,,,f
Agreement,bilateral airworthiness agreement,"""DEPARTMENT OF TRANSPORTATION ""","""02-799""","""Airworthiness Directives; Israel Aircraft Industries, Ltd., Model Galaxy Airplanes ""","""rule""",a3f01b7f-6ca4-4594-b3ea-fd52d9f37eac,January 2002,,,f
Agreement,bilateral airworthiness agreement,"""DEPARTMENT OF TRANSPORTATION ""","""02-1766""","""Lower Deck Service Compartments on Transport Category Airplanes ""","""prorule""",2cb69a08-bfd5-470a-aa49-75ca41b210f2,January 2002,,,f
Agreement,bilateral airworthiness agreement,"""DEPARTMENT OF TRANSPORTATION ""","""02-88""","""Airworthiness Directives; Bombardier Model CL-600-2B19 Series Airplanes ""","""rule""",36173702-68ce-44be-ad42-c11c2895f5a3,January 2002,,,f
Agreement,bilateral airworthiness agreement,"""DEPARTMENT OF TRANSPORTATION ""","""02-89""","""Airworthiness Directives; Grob-Werke Gmbh & Co KG Models G102 Club Astir III, G102 Club Astir IIIb, and G102 Standard Astir III Sailplanes ""","""rule""",5f5a2610-922e-472b-bfb7-27795751c4c0,January 2002,,,f
Agreement,bilateral airworthiness agreement,"""DEPARTMENT OF TRANSPORTATION ""","""02-89""","""Airworthiness Directives; Grob-Werke Gmbh & Co KG Models G102 Club Astir III, G102 Club Astir IIIb, and G102 Standard Astir III Sailplanes ""","""rule""",60be1852-7846-4b2e-b302-6ef3c3b20d84,January 2002,,,f
Agreement,bilateral airworthiness agreement,"""DEPARTMENT OF TRANSPORTATION ""","""02-2060""","""Airworthiness Directives; Rolls-Royce, plc. Models Tay 650-15 and 651-54 Turbofan Engines ""","""rule""",19ac2db7-57a1-4929-9bf5-aaa61374de01,January 2002,,,f
Agreement,bilateral airworthiness agreement,"""DEPARTMENT OF TRANSPORTATION ""","""02-1419""","""Airworthiness Directives; Airbus Model A319, A320, and A321 Series Airplanes ""","""rule""",3158e9a5-8645-458c-afa3-207f17aec7ca,January 2002,,,f
Agreement,bilateral airworthiness agreement,"""DEPARTMENT OF TRANSPORTATION""","""02-199""","""Airworthiness Directives; Turbomeca S.A. Arrius 1A Turboshaft Engines""","""rule""",1edbf13e-55a4-4c38-a15c-d47f0fb21673,January 2002,,,f
Agreement,bilateral airworthiness agreement,"""DEPARTMENT OF TRANSPORTATION""","""02-1821""","""Airworthiness Directives; Dornier Model 328-100 Series Airplanes""","""rule""",23f05a75-52a2-4a48-b080-79ad57ef1246,January 2002,,,f
Agreement,bilateral airworthiness agreement,"""DEPARTMENT OF TRANSPORTATION""","""02-1983""","""Airworthiness Directives; Dowty Aerospace Propellers Type R334/4-82-F/13 Propeller Assemblies""","""rule""",b926befc-45fc-4b4e-92ac-ea9dfd5a7a41,January 2002,,,f
Agreement,bilateral airworthiness agreement,"""DEPARTMENT OF TRANSPORTATION ""","""01-32151""","""Airworthiness Directives; Pilatus Aircraft Ltd. Models PC-12 and PC-12/45 Airplanes ""","""prorule""",43869fa8-d9ed-4a4c-85ee-1e0da163ef30,January 2002,,,f
Agreement,bilateral airworthiness agreement,"""DEPARTMENT OF TRANSPORTATION ""","""01-32151""","""Airworthiness Directives; Pilatus Aircraft Ltd. Models PC-12 and PC-12/45 Airplanes ""","""prorule""",74aabedd-f094-49eb-b10e-47770f606b9d,January 2002,,,f
Agreement,bilateral airworthiness agreement,"""DEPARTMENT OF TRANSPORTATION ""","""01-32193""","""Airworthiness Directives; Airbus Model A330 and A340 Series Airplanes ""","""prorule""",47979931-885e-49f4-beb1-628a7640a0ff,January 2002,,,f
Agreement,bilateral airworthiness agreements,"""DEPARTMENT OF TRANSPORTATION ""","""01-32193""","""Airworthiness Directives; Airbus Model A330 and A340 Series Airplanes ""","""prorule""",53874fbd-a484-4b29-a3d7-afd5911d1ade,January 2002,,,f
Treaty,income tax treaty,"""DEPARTMENT OF THE TREASURY""","""02-1125""","""Taxpayer Identification Number Rule Where Taxpayer Claims Treaty Rate and Is Entitled to an Unexpected Payment""","""rule""",a7ae42ab-4e3a-4c0f-bb8e-7f531c3c296c,January 2002,,,f
Treaty,international standards of ICAO,"""DEPARTMENT OF TRANSPORTATION""","""2013-00111""","""Noise Certification Standards for Tiltrotors""","""rule""",c855d920-151c-48e6-8d37-3264ab08bb11,January 2013,,,f
Softlaw,international standards of ICAO,"""DEPARTMENT OF TRANSPORTATION""","""2013-00111""","""Noise Certification Standards for Tiltrotors""","""rule""",c855d920-151c-48e6-8d37-3264ab08bb11,January 2013,,,f
Treaty,ICAO,"""DEPARTMENT OF TRANSPORTATION""","""2013-00111""","""Noise Certification Standards for Tiltrotors""","""rule""",d2340bfd-b657-4901-b185-1a7ea7bd3af6,January 2013,,,f
Softlaw,ICAO,"""DEPARTMENT OF TRANSPORTATION""","""2013-00111""","""Noise Certification Standards for Tiltrotors""","""rule""",d2340bfd-b657-4901-b185-1a7ea7bd3af6,January 2013,,,f
Softlaw,FAA goal of harmonizing U.S. regulations with international standards,"""DEPARTMENT OF TRANSPORTATION""","""2013-00111""","""Noise Certification Standards for Tiltrotors""","""rule""",d2340bfd-b657-4901-b185-1a7ea7bd3af6,January 2013,,,f
Treaty,ICAO,"""DEPARTMENT OF TRANSPORTATION""","""2013-00111""","""Noise Certification Standards for Tiltrotors""","""rule""",6a6739d0-6f51-4341-ad1b-544cf400eea6,January 2013,,,f
Treaty,ICAO,"""DEPARTMENT OF TRANSPORTATION""","""2013-00111""","""Noise Certification Standards for Tiltrotors""","""rule""",0994fb5a-b56c-4e4f-80b9-5d75f6aadcdc,January 2013,,,f
Softlaw,harmonize the U.S. regulations with the international standards,"""DEPARTMENT OF TRANSPORTATION""","""2013-00111""","""Noise Certification Standards for Tiltrotors""","""rule""",0994fb5a-b56c-4e4f-80b9-5d75f6aadcdc,January 2013,,,f
Softlaw,"Trade Act requires agencies to consider international standards and, where appropriate, that they be the basis of U.S. standards","""DEPARTMENT OF TRANSPORTATION""","""2013-00111""","""Noise Certification Standards for Tiltrotors""","""rule""",31059f51-101b-40e7-bb16-f53a45b0309e,January 2013,,,f
Treaty,Convention on International Civil Aviation,"""DEPARTMENT OF TRANSPORTATION""","""2013-00111""","""Noise Certification Standards for Tiltrotors""","""rule""",83494571-8c11-4eec-ab41-64370adbd7a6,January 2013,,,f
Treaty,International Civil Aviation Organization (ICAO),"""DEPARTMENT OF TRANSPORTATION""","""2013-00111""","""Noise Certification Standards for Tiltrotors""","""rule""",83494571-8c11-4eec-ab41-64370adbd7a6,January 2013,,,f
Treaty,"international standards by adopting the same requirements, adapted for the U.S. regulatory format","""DEPARTMENT OF TRANSPORTATION""","""2013-00111""","""Noise Certification Standards for Tiltrotors""","""rule""",83494571-8c11-4eec-ab41-64370adbd7a6,January 2013,,,f
Treaty,This rule adopts internationally established noise standards,"""DEPARTMENT OF TRANSPORTATION""","""2013-00111""","""Noise Certification Standards for Tiltrotors""","""rule""",9a5a4a9b-ef0f-4b23-ba87-7d4f142456b8,January 2013,,,f
statute,Trade Agreements Act,"""DEPARTMENT OF TRANSPORTATION""","""2013-00608""","""Prohibition on Personal Use of Electronic Devices on the Flight Deck""","""prorule""",ee9c1cbb-2300-4a20-bfe2-fa594d4807eb,January 2013,,,f
statute,Trade Act,"""DEPARTMENT OF TRANSPORTATION""","""2013-00608""","""Prohibition on Personal Use of Electronic Devices on the Flight Deck""","""prorule""",ee9c1cbb-2300-4a20-bfe2-fa594d4807eb,January 2013,,,f
Foreing Policy,"international standards and, where appropriate, that they be the basis of U.S. standards","""DEPARTMENT OF TRANSPORTATION""","""2013-00608""","""Prohibition on Personal Use of Electronic Devices on the Flight Deck""","""prorule""",ee9c1cbb-2300-4a20-bfe2-fa594d4807eb,January 2013,,,f
statute,Trade Agreements Act of 1979,"""DEPARTMENT OF TRANSPORTATION""","""2013-00608""","""Prohibition on Personal Use of Electronic Devices on the Flight Deck""","""prorule""",497eebd5-9b49-4737-ba7c-3de09e5a14ae,January 2013,,,f
Softlaw,"requires consideration of international standards and, where appropriate, that they be the basis for U.S. standards","""DEPARTMENT OF TRANSPORTATION""","""2013-00608""","""Prohibition on Personal Use of Electronic Devices on the Flight Deck""","""prorule""",497eebd5-9b49-4737-ba7c-3de09e5a14ae,January 2013,,,f
Foreing Policy,"requires consideration of international standards and, where appropriate, that they be the basis for U.S. standards","""DEPARTMENT OF TRANSPORTATION""","""2013-00608""","""Prohibition on Personal Use of Electronic Devices on the Flight Deck""","""prorule""",497eebd5-9b49-4737-ba7c-3de09e5a14ae,January 2013,,,f
Softlaw,international partners,"""DEPARTMENT OF EDUCATION""","""2013-00577""","""Proposed Priority—National Institute on Disability and Rehabilitation Research—Disability and Rehabilitation Research Project—Inclusive Cloud and Web Computing""","""prorule""",2b975634-feb1-43a6-ad72-f8229f1a4079,January 2013,,,f
Softlaw,international partners,"""DEPARTMENT OF EDUCATION""","""2013-00577""","""Proposed Priority—National Institute on Disability and Rehabilitation Research—Disability and Rehabilitation Research Project—Inclusive Cloud and Web Computing""","""prorule""",23acd265-83e9-463b-aa31-39b8dd3d4299,January 2013,,,f
Treaty,harmonization of standards and test procedures with those of other countries and international agencies,"""DEPARTMENT OF ENERGY""","""2013-00917""","""Energy Conservation Program: Test Procedures for Microwave Ovens""","""rule""",97e71603-9dac-4b97-819b-313e16b88f66,January 2013,,,f
Treaty,IEC,"""DEPARTMENT OF ENERGY""","""2013-00917""","""Energy Conservation Program: Test Procedures for Microwave Ovens""","""rule""",97e71603-9dac-4b97-819b-313e16b88f66,January 2013,,,f
Treaty,IEC,"""DEPARTMENT OF ENERGY""","""2013-00917""","""Energy Conservation Program: Test Procedures for Microwave Ovens""","""rule""",3c989018-cd83-42e3-81db-406a5c921bb5,January 2013,,,f
Treaty,optimal international harmonization,"""DEPARTMENT OF ENERGY""","""2013-00917""","""Energy Conservation Program: Test Procedures for Microwave Ovens""","""rule""",3c989018-cd83-42e3-81db-406a5c921bb5,January 2013,,,f
Treaty,IEC Standard 62301,"""DEPARTMENT OF ENERGY""","""2013-00917""","""Energy Conservation Program: Test Procedures for Microwave Ovens""","""rule""",3c989018-cd83-42e3-81db-406a5c921bb5,January 2013,,,f
Treaty,IEC,"""DEPARTMENT OF ENERGY""","""2013-00917""","""Energy Conservation Program: Test Procedures for Microwave Ovens""","""rule""",a0449afb-82cb-4f1d-acb2-47b3f8e7998c,January 2013,,,f
Softlaw,optimum international harmonization,"""DEPARTMENT OF ENERGY""","""2013-00917""","""Energy Conservation Program: Test Procedures for Microwave Ovens""","""rule""",d028eadf-f315-4d3e-bab3-b5086252c8d1,January 2013,,,f
Treaty,IEC,"""DEPARTMENT OF ENERGY""","""2013-00917""","""Energy Conservation Program: Test Procedures for Microwave Ovens""","""rule""",7ec368be-590d-446b-b73b-8bec9ec35ff3,January 2013,,,f
Treaty,benefit of harmonizing with international test standards,"""DEPARTMENT OF ENERGY""","""2013-00917""","""Energy Conservation Program: Test Procedures for Microwave Ovens""","""rule""",7ec368be-590d-446b-b73b-8bec9ec35ff3,January 2013,,,f
Softlaw,promotes international regulatory cooperation to meet shared challenges,"""DEPARTMENT OF TRANSPORTATION""","""2013-01041""","""Critical Parts for Airplane Propellers""","""rule""",7b7d3f9a-7cb4-490a-86d3-b599e4629db7,January 2013,,,f
Agreement,"Executive Order 13609, Promoting International Regulatory Cooperation","""DEPARTMENT OF TRANSPORTATION""","""2013-01041""","""Critical Parts for Airplane Propellers""","""rule""",7b7d3f9a-7cb4-490a-86d3-b599e4629db7,January 2013,,,f
statute,"Executive Order 13609, Promoting International Regulatory Cooperation","""DEPARTMENT OF TRANSPORTATION""","""2013-01041""","""Critical Parts for Airplane Propellers""","""rule""",7b7d3f9a-7cb4-490a-86d3-b599e4629db7,January 2013,,,f
statute,Trade Agreements Act,"""DEPARTMENT OF TRANSPORTATION""","""2013-01041""","""Critical Parts for Airplane Propellers""","""rule""",2dfe6a58-05ef-47fa-b77c-60d867ee30da,January 2013,,,f
Softlaw,"agencies to consider international standards and, where appropriate, they be the basis of U.S. standards","""DEPARTMENT OF TRANSPORTATION""","""2013-01041""","""Critical Parts for Airplane Propellers""","""rule""",2dfe6a58-05ef-47fa-b77c-60d867ee30da,January 2013,,,f
Softlaw,"FAA, EASA, and airplane propeller part manufacturers worked to create to the maximum extent possible a single set of certification requirements accepted in both the United States and Europe","""DEPARTMENT OF TRANSPORTATION""","""2013-01041""","""Critical Parts for Airplane Propellers""","""rule""",872ef1a1-7e87-41c3-9518-5960d720f340,January 2013,,,f
statute,Trade Agreements Act of 1979,"""DEPARTMENT OF TRANSPORTATION""","""2013-01041""","""Critical Parts for Airplane Propellers""","""rule""",55ce8b50-555a-493f-bb76-7d9fde0d0cbc,January 2013,,,f
statute,Uruguay Round Agreements Act,"""DEPARTMENT OF TRANSPORTATION""","""2013-01041""","""Critical Parts for Airplane Propellers""","""rule""",55ce8b50-555a-493f-bb76-7d9fde0d0cbc,January 2013,,,f
Softlaw,prohibits Federal agencies from establishing standards or engaging in related activities that create unnecessary obstacles to the foreign commerce of the United States.,"""DEPARTMENT OF TRANSPORTATION""","""2013-01041""","""Critical Parts for Airplane Propellers""","""rule""",55ce8b50-555a-493f-bb76-7d9fde0d0cbc,January 2013,,,f
Softlaw,consideration of international standards,"""DEPARTMENT OF TRANSPORTATION""","""2013-01041""","""Critical Parts for Airplane Propellers""","""rule""",55ce8b50-555a-493f-bb76-7d9fde0d0cbc,January 2013,,,f
Agreement,foreign partnerships,"""DEPARTMENT OF HOMELAND SECURITY""","""2013-00800""","""Privacy Act of 1974: Implementation of Exemptions; Department of Homeland Security U.S. Customs and Border Protection—002 Global Enrollment System (GES), System of Records""","""prorule""",d683c7d3-87fa-4802-814c-fbff304d9877,January 2013,,,f
Agreement,international network,"""DEPARTMENT OF HOMELAND SECURITY""","""2013-00800""","""Privacy Act of 1974: Implementation of Exemptions; Department of Homeland Security U.S. Customs and Border Protection—002 Global Enrollment System (GES), System of Records""","""prorule""",13cbc756-567d-4dfa-8776-9149936657ca,January 2013,,,f
Treaty,CITES,"""DEPARTMENT OF THE INTERIOR""","""2012-31095""","""Endangered and Threatened Wildlife and Plants; Listing the Honduran Emerald Hummingbird""","""prorule""",1ec5b82e-71cd-462d-9de3-7f635fd5160e,January 2013,,,f
Treaty,international trade is not a factor influencing the species' status in the wild,"""DEPARTMENT OF THE INTERIOR""","""2012-31095""","""Endangered and Threatened Wildlife and Plants; Listing the Honduran Emerald Hummingbird""","""prorule""",1ec5b82e-71cd-462d-9de3-7f635fd5160e,January 2013,,,f
statute,FFDCA section 408(b)(4),"""ENVIRONMENTAL PROTECTION AGENCY""","""2013-02011""","""Styrene-2-Ethylhexyl Acrylate Copolymer; Tolerance Exemption""","""rule""",bc9bb663-be59-48e0-959f-05b19c2e0f4c,January 2013,,,f
Treaty,trade agreements,"""ENVIRONMENTAL PROTECTION AGENCY""","""2013-02011""","""Styrene-2-Ethylhexyl Acrylate Copolymer; Tolerance Exemption""","""rule""",bc9bb663-be59-48e0-959f-05b19c2e0f4c,January 2013,,,f
Treaty,Codex Alimentarius,"""ENVIRONMENTAL PROTECTION AGENCY""","""2013-02011""","""Styrene-2-Ethylhexyl Acrylate Copolymer; Tolerance Exemption""","""rule""",bc9bb663-be59-48e0-959f-05b19c2e0f4c,January 2013,,,f
statute,Fulbright-Hays Act,"""DEPARTMENT OF STATE""","""2013-01555""","""Exchange Visitor Program—Fees and Charges""","""prorule""",b0c0d9e0-2c41-4b0a-bbf7-5eb16474680a,January 2013,,,f
Foreing Policy,strengthen international cooperative relations,"""DEPARTMENT OF STATE""","""2013-01555""","""Exchange Visitor Program—Fees and Charges""","""prorule""",b0c0d9e0-2c41-4b0a-bbf7-5eb16474680a,January 2013,,,f
statute,Trade Agreements Act of 1979,"""DEPARTMENT OF TRANSPORTATION""","""2013-00848""","""Safety Enhancements, Certification of Airports""","""rule""",8fa08c87-fc90-454f-95d2-8d726138a564,January 2013,,,f
statute,Uruguay Round Agreements Act,"""DEPARTMENT OF TRANSPORTATION""","""2013-00848""","""Safety Enhancements, Certification of Airports""","""rule""",8fa08c87-fc90-454f-95d2-8d726138a564,January 2013,,,f
Softlaw,"consideration of international standards and, where appropriate, that they be the basis for U.S. standards","""DEPARTMENT OF TRANSPORTATION""","""2013-00848""","""Safety Enhancements, Certification of Airports""","""rule""",8fa08c87-fc90-454f-95d2-8d726138a564,January 2013,,,f
statute,"Executive Order 13609, Promoting International Regulatory Cooperation","""DEPARTMENT OF TRANSPORTATION""","""2013-00848""","""Safety Enhancements, Certification of Airports""","""rule""",7a881708-8dbd-464b-9630-232c3c124ecb,January 2013,,,f
Softlaw,promotes international regulatory cooperation,"""DEPARTMENT OF TRANSPORTATION""","""2013-00848""","""Safety Enhancements, Certification of Airports""","""rule""",7a881708-8dbd-464b-9630-232c3c124ecb,January 2013,,,f
statute,Trade Agreements Act,"""DEPARTMENT OF TRANSPORTATION""","""2013-00848""","""Safety Enhancements, Certification of Airports""","""rule""",3f211240-8cc6-493c-a3a2-3f839898afa0,January 2013,,,f
Softlaw,"requires agencies to consider international standards and, where appropriate, that they be the basis of U.S. standards","""DEPARTMENT OF TRANSPORTATION""","""2013-00848""","""Safety Enhancements, Certification of Airports""","""rule""",3f211240-8cc6-493c-a3a2-3f839898afa0,January 2013,,,f
Softlaw,international fishery management organization exists with a mandate to regulate,"""DEPARTMENT OF COMMERCE""","""2013-00703""","""High Seas Driftnet Fishing Moratorium Protection Act; Identification and Certification Procedures To Address Shark Conservation""","""rule""",a4da8349-8240-4cd5-b883-435946e1e263,January 2013,,,f
Foreing Policy,take into account any actions taken or on-going proceedings by the United States and/or flag State,"""DEPARTMENT OF COMMERCE""","""2013-00703""","""High Seas Driftnet Fishing Moratorium Protection Act; Identification and Certification Procedures To Address Shark Conservation""","""rule""",a4da8349-8240-4cd5-b883-435946e1e263,January 2013,,,f
Softlaw,international fishery management organization,"""DEPARTMENT OF COMMERCE""","""2013-00703""","""High Seas Driftnet Fishing Moratorium Protection Act; Identification and Certification Procedures To Address Shark Conservation""","""rule""",1dea4cc2-58de-4629-9fc9-a84134e4098d,January 2013,,,f
Softlaw,maintains cooperating status with the relevant international organization with jurisdiction,"""DEPARTMENT OF COMMERCE""","""2013-00703""","""High Seas Driftnet Fishing Moratorium Protection Act; Identification and Certification Procedures To Address Shark Conservation""","""rule""",7478f0c5-2a19-4b30-8bfa-1f4a1ad85dbb,January 2013,,,f
Softlaw,international or regional fishery organization,"""DEPARTMENT OF COMMERCE""","""2013-00703""","""High Seas Driftnet Fishing Moratorium Protection Act; Identification and Certification Procedures To Address Shark Conservation""","""rule""",7478f0c5-2a19-4b30-8bfa-1f4a1ad85dbb,January 2013,,,f
Softlaw,international organizations,"""DEPARTMENT OF COMMERCE""","""2013-00703""","""High Seas Driftnet Fishing Moratorium Protection Act; Identification and Certification Procedures To Address Shark Conservation""","""rule""",e1f4c982-d9df-47a8-aae7-def3d2cda126,January 2013,,,f
statute,Trade Agreements Act of 1979,"""DEPARTMENT OF TRANSPORTATION""","""2013-00111""","""Noise Certification Standards for Tiltrotors""","""rule""",54d8f238-a01b-4fa2-9b56-d8a9e363d95f,January 2013,,,f
statute,Uruguay Round Agreements Act,"""DEPARTMENT OF TRANSPORTATION""","""2013-00111""","""Noise Certification Standards for Tiltrotors""","""rule""",54d8f238-a01b-4fa2-9b56-d8a9e363d95f,January 2013,,,f
Softlaw,"requires consideration of international standards and, where appropriate, that they be the basis for U.S. standards","""DEPARTMENT OF TRANSPORTATION""","""2013-00111""","""Noise Certification Standards for Tiltrotors""","""rule""",54d8f238-a01b-4fa2-9b56-d8a9e363d95f,January 2013,,,f
Foreing Policy,"requires consideration of international standards and, where appropriate, that they be the basis for U.S. standards","""DEPARTMENT OF TRANSPORTATION""","""2013-00111""","""Noise Certification Standards for Tiltrotors""","""rule""",54d8f238-a01b-4fa2-9b56-d8a9e363d95f,January 2013,,,f
statute,"§ 300.202(a), § 300.203(a), or § 300.204(a)","""DEPARTMENT OF COMMERCE""","""2013-00703""","""High Seas Driftnet Fishing Moratorium Protection Act; Identification and Certification Procedures To Address Shark Conservation""","""rule""",8dfa4c0c-be9e-4614-b014-f230a082fa47,January 2013,,,f
Foreing Policy, recognized principles of international law,"""DEPARTMENT OF COMMERCE""","""2013-00703""","""High Seas Driftnet Fishing Moratorium Protection Act; Identification and Certification Procedures To Address Shark Conservation""","""rule""",8dfa4c0c-be9e-4614-b014-f230a082fa47,January 2013,,,f
Treaty,international obligations,"""DEPARTMENT OF COMMERCE""","""2013-00703""","""High Seas Driftnet Fishing Moratorium Protection Act; Identification and Certification Procedures To Address Shark Conservation""","""rule""",ffafdb14-7caf-4986-83d1-d05cdf3fd490,January 2013,,,f
Treaty,WTO Agreement,"""DEPARTMENT OF COMMERCE""","""2013-00703""","""High Seas Driftnet Fishing Moratorium Protection Act; Identification and Certification Procedures To Address Shark Conservation""","""rule""",ffafdb14-7caf-4986-83d1-d05cdf3fd490,January 2013,,,f
statute,300.202(a),"""DEPARTMENT OF COMMERCE""","""2013-00703""","""High Seas Driftnet Fishing Moratorium Protection Act; Identification and Certification Procedures To Address Shark Conservation""","""rule""",f918417d-b877-429d-9117-2175b0fdc532,January 2013,,,f
Agreement,applicable international fishery agreement,"""DEPARTMENT OF COMMERCE""","""2013-00703""","""High Seas Driftnet Fishing Moratorium Protection Act; Identification and Certification Procedures To Address Shark Conservation""","""rule""",f918417d-b877-429d-9117-2175b0fdc532,January 2013,,,f
Agreement,international obligations,"""DEPARTMENT OF COMMERCE""","""2013-00703""","""High Seas Driftnet Fishing Moratorium Protection Act; Identification and Certification Procedures To Address Shark Conservation""","""rule""",a8f0da43-bc19-43cd-921f-55683b8ada57,January 2013,,,f
Treaty,international obligations,"""DEPARTMENT OF COMMERCE""","""2013-00703""","""High Seas Driftnet Fishing Moratorium Protection Act; Identification and Certification Procedures To Address Shark Conservation""","""rule""",a8f0da43-bc19-43cd-921f-55683b8ada57,January 2013,,,f
