example_id,start,end,tag,value,overlap
5830d599-f95f-495a-a876-2b28c0a589de,353,627,Treaty,"The Codex Alimentarius is a joint United Nations Food and Agriculture Organization/World Health Organization food standards program, and it is recognized as an international food safety standards-setting organization in trade agreements to which the United States is a party",f
5830d599-f95f-495a-a876-2b28c0a589de,629,800,statute,"EPA may establish a tolerance that is different from a Codex MRL; however, FFDCA section 408(b)(4) requires that EPA explain the reasons for departing from the Codex level",f
58602cb0-6e66-4292-b4bd-8958a7154782,94,122,Softlaw,expanded financial sanctions,
58602cb0-6e66-4292-b4bd-8958a7154782,158,178,Treaty,UNSCRs 2270 and 2321,f
58602cb0-6e66-4292-b4bd-8958a7154782,180,250,Softlaw,North Korea has continued to access the international financial system,f
58b8c4b7-8144-4214-8151-cce4af1a7b6d,96,201,Foreing Policy,the United States fully participates in international negotiations to eliminate harmful fishing subsidies,
58c57702-0400-487b-924d-ddb718db3361,97,103,Softlaw,treaty,
58c57702-0400-487b-924d-ddb718db3361,107,126,Treaty,executive agreement,f
58d8f103-2277-4106-96a2-3d0e0f48e59f,0,14,statute,Section 122.74,
58d8f103-2277-4106-96a2-3d0e0f48e59f,30,196,Softlaw,conditions under which an aircraft bound for a foreign location may receive permission by CBP to depart before a complete manifest or all required EEI have been filed,f
59675bcf-dc56-4029-85d2-015e4ddffdda,182,342,Softlaw,conclusion is in agreement with the conclusion of the World Health Organization (WHO) Committee on Food Coloring Materials that no Acceptable Daily Intake (ADI),
59e7d52a-1305-441c-bcf3-b0cf7ec44894,638,876,Softlaw,"The MTCR was formed in 1987 by the U.S. and G-7 countries (Canada, France, Germany, Italy, Japan, and the UK) to address the increasing proliferation of nuclear weapons by addressing the most destabilizing delivery system for such weapons",
59e7d52a-1305-441c-bcf3-b0cf7ec44894,878,1104,Softlaw,The MTCR seeks to limit the risk of proliferation of weapons of mass destruction by controlling exports of goods and technologies that could make a contribution to delivery systems (other than manned aircraft) for such weapons,f
59e7d52a-1305-441c-bcf3-b0cf7ec44894,1106,1220,Agreement,The proliferation of such weapons has been identified as a threat to domestic and international peace and security,f
5a5fab5e-8241-44a9-a70c-67093aa3c2d8,213,342,Foreing Policy,"limited categories of information which, because of their national security sensitivity, should not be declassified automatically",
5b554337-41d3-409c-a0a2-956cda6b8c51,0,131,Foreing Policy,DHS is claiming exemptions from certain requirements of the Privacy Act for DHS/ALL-039 Foreign Access Management System of Records,
5b554337-41d3-409c-a0a2-956cda6b8c51,133,305,Foreing Policy,"Some information in DHS/ALL-039 Foreign Access Management System of Records relates to official DHS national security, law enforcement, immigration, intelligence activities",f
5bc3c31f-640f-4d07-8437-74a34e54cca9,422,446,Agreement,international agreements,
5cf9b930-7983-440f-a238-ec821d8ebf97,71,96,Agreement,international obligations,
5cf9b930-7983-440f-a238-ec821d8ebf97,112,125,Treaty,WTO Agreement,f
5d407dad-d3f6-47a5-aef5-cf65fa665b58,143,238,Softlaw,investigate whether the nation has domestic legislation to implement international requirements,
5df9647b-e0d0-4327-b762-89a9d1c959fe,976,1031,Softlaw,harmonization with international efforts where possible,
5e680e71-5a46-40a1-b13b-bf71ecc4e565,8,74,Foreing Policy,"foreseeable economic, national security, or other relevant impacts",
5e830918-113c-4f54-8f1a-8f5bcd52804c,269,286,Foreing Policy,national security,
5ec8e7bc-59aa-4b9b-a372-27170fb744f1,17,41,Softlaw,United States is a Party,
5ec8e7bc-59aa-4b9b-a372-27170fb744f1,49,167,Treaty,1988 United Nations Convention against Illicit Traffic in Narcotic Drugs and Psychotropic Substances (1988 Convention),f
5ec8e7bc-59aa-4b9b-a372-27170fb744f1,275,313,Treaty,1988 Convention pursuant to article 12,f
5ec8e7bc-59aa-4b9b-a372-27170fb744f1,319,497,Softlaw,United States is required to take measures it deems appropriate to monitor the manufacture and distribution of that chemical within the United States and to prevent its diversion,f
5ec8e7bc-59aa-4b9b-a372-27170fb744f1,516,531,Treaty,1988 Convention,f
5f5a2610-922e-472b-bfb7-27795751c4c0,32,65,Agreement,bilateral airworthiness agreement,
600c1fa3-7101-4629-927a-65eb1f900d2a,77,129,Foreing Policy,susceptible to use in interstate or foreign commerce,
600f3f02-e7f4-49d8-8af1-ebb2a195c2bc,38,43,Treaty,CITES,
6053dc65-4553-4694-8246-7ae3dea33340,80,105,Treaty,Moratorium Protection Act,
6053dc65-4553-4694-8246-7ae3dea33340,152,234,Softlaw,international community to ensure knowledge of the regulation and its implications,f
609a0428-a851-48b1-8b92-78bc66b8ebc2,219,224,Foreing Policy,Order,
609a0428-a851-48b1-8b92-78bc66b8ebc2,608,697,Softlaw,addition of two seats for importers of frozen mangos and one seat for a foreign processor,f
60be1852-7846-4b2e-b302-6ef3c3b20d84,17,50,Agreement,bilateral airworthiness agreement,
60e60086-fbbb-4992-8fd2-391b74284d71,98,168,Foreing Policy,"Executive Order (E.O.) 13526, Classified National Security Information",
60e60086-fbbb-4992-8fd2-391b74284d71,382,531,Foreing Policy,"a uniform system for classifying, accounting, safeguarding, and declassifying national security information generated by or in the possession of NASA",f
60fe5204-730a-4d70-ad97-67e4dcfd68dc,10,172,Foreing Policy,FinCEN believes that illicit financial activity involving North Korea continues to infiltrate the U.S. and international financial systems through Bank of Dandong,
620d7feb-996d-40bb-8d42-8fcf7d31076f,251,443,Foreing Policy,"Therefore, a prohibition under the fifth special measure with respect to Bank of Dandong will not have an adverse systemic impact on the international payment, clearance, and settlement system",
626ca3d1-67a2-4d7a-a095-693d1a4be306,107,168,Foreing Policy,Operation of Small Unmanned Aircraft Systems over People NPRM,
626ca3d1-67a2-4d7a-a095-693d1a4be306,335,352,Foreing Policy,national security,f
62852633-a842-4264-a686-925a15a3d90f,0,127,Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States",
62852633-a842-4264-a686-925a15a3d90f,145,199,Softlaw,bilateral agreement with the State of Design Authority,f
631a1913-6084-46d0-8e4e-d51a318db6e0,2,80,Foreing Policy,the effect of the action on United States national security and foreign policy,
636f2631-acd2-43ea-af6a-4c2ebf2ff431,0,18,Treaty,The Nice Agreement,
636f2631-acd2-43ea-af6a-4c2ebf2ff431,61,65,Treaty,WIPO,f
636f2631-acd2-43ea-af6a-4c2ebf2ff431,459,474,statute, 37 CFR 2.85(a),f
636f2631-acd2-43ea-af6a-4c2ebf2ff431,495,513,Treaty,the Nice Agreement,f
64314f3e-139f-4de3-a991-1031a9617498,9,17,statute,§ 107.36,
64314f3e-139f-4de3-a991-1031a9617498,290,307,Foreing Policy,national security,f
647ffcb4-989a-491f-bf72-4845bc53377e,402,494,Foreing Policy,a serious impediment to law enforcement efforts and/or efforts to preserve national security,
65295dfc-2f86-4ad5-8cde-a671aed344e1,124,309,Foreing Policy,The notice should be transmitted whenever a covered financial institution knows or has reason to believe that a foreign correspondent account holder provides services to Bank of Dandong,
656eb59a-4171-4083-992c-3f2d09ff75de,23,58,Treaty,bilateral and multilateral treaties,
658497d8-726f-41b8-8f1a-6d5ca32cc62e,5,15,Foreing Policy,rulemaking,
658497d8-726f-41b8-8f1a-6d5ca32cc62e,64,112,statute,"Subtitle VII, Part A, Subpart III, Section 44701",f
658497d8-726f-41b8-8f1a-6d5ca32cc62e,588,715,Softlaw,promote efficiency in the issuance of type certificate approvals for import products certified by bilateral partners of the FAA,f
658497d8-726f-41b8-8f1a-6d5ca32cc62e,717,781,Foreing Policy,while continuing to meet the FAA's charge to promote safe flight,f
65e1254b-e79f-4d63-bc61-3330b593593a,375,490,Foreing Policy,the ability of United States-based companies to compete with foreign-based companies in domestic and export markets,
66e202c0-b3a7-4018-8379-db4c8df00900,138,178,Softlaw,"ur bilateral agreement with Italy, EASA,",
66f451c3-43aa-40b2-a3cb-28e96e3d607d,169,239,Foreing Policy,ecause it pertains to a foreign affairs function of the United States ,
66f451c3-43aa-40b2-a3cb-28e96e3d607d,257,281,Agreement,"international agreement,",f
68c34847-5482-45a6-87ff-d99149e9a233,459,719,Treaty,jurisdiction should not be extended to transactions between two non-U.S. persons if the swap obligations of one party are guaranteed by a U.S. person because U.S. jurisdiction in these circumstances is not supported by law or existing international conventions,
6a6739d0-6f51-4341-ad1b-544cf400eea6,0,4,Treaty,ICAO,
6a7ce487-4b74-456c-8c85-f642f44b6dd3,51,144,Softlaw,bilateral and multilateral efforts to promote international coordination of regulatory reform,
6a7ce487-4b74-456c-8c85-f642f44b6dd3,473,495,Softlaw,informal working group,f
6ae68a64-8689-465e-a069-d050e03eba58,0,26,statute,Section 4(b)(2) of the Act,
6ae68a64-8689-465e-a069-d050e03eba58,128,236,Foreing Policy,"best available scientific data after taking into consideration the economic impact, national security impact",f
6b0ad73d-994d-4988-bf03-f68e5745be25,25,99,Foreing Policy,used by interstate or foreign travelers for recreational or other purposes,
6b693263-dac2-4cd5-a0b6-7ec27eb31102,60,83,statute,Privacy Act for DHS/CBP,
6b693263-dac2-4cd5-a0b6-7ec27eb31102,147,233,Foreing Policy,"relates to official DHS national security, law enforcement, and immigration activities",f
6bb40d29-9a05-4ee6-b54a-385eaec95a66,297,314,Treaty,income tax treaty,
6c5d974a-69b2-46a3-b7b2-018f197883be,129,199,Agreement,Pursuant to our bilateral agreement with the State of Design Authority,
6cb24d2b-dbdc-4d20-b2f8-8db6d78a425f,381,385,Softlaw,ISDA,
6cb24d2b-dbdc-4d20-b2f8-8db6d78a425f,560,664,Softlaw,necessary documentation to comply with the provisions of subpart H of part 23 that involve documentation,f
6cfbd95d-e416-41cf-a53b-d62814652ea0,59,225,Softlaw,we have established a network of bilateral Social Security agreements that coordinate the U.S. Social Security program with the comparable programs of other countries,
6de38dd9-af22-47ba-be97-dd08ca647a97,244,313,Foreing Policy,could affect interstate or foreign commerce including any such waters,
6df84ce3-e95d-4474-9ae7-2217383c28b9,1,66,Softlaw,Financial networks of North Korea have adapted to these sanctions,
6df84ce3-e95d-4474-9ae7-2217383c28b9,197,415,Foreing Policy,"According to the report, one way that North Korean financial institutions and networks access the international banking system is through trading companies, including designated entities, that are linked to North Korea",f
6e2fe0dc-649c-4bc5-9dd1-2b0ec9fc0a17,145,181,Softlaw,obligation to implement the measures,
6e2fe0dc-649c-4bc5-9dd1-2b0ec9fc0a17,188,192,statute,ATCA,f
6e2fe0dc-649c-4bc5-9dd1-2b0ec9fc0a17,201,206,Treaty,ICCAT,f
6e2fe0dc-649c-4bc5-9dd1-2b0ec9fc0a17,228,248,statute,Magnuson-Stevens Act,f
6e2fe0dc-649c-4bc5-9dd1-2b0ec9fc0a17,249,324,Softlaw,requires NMFS to take measures to end overfishing and to rebuild the stocks,f
6ea4597c-8f7e-4186-a07f-4cc14d05724e,5,98,Foreing Policy,From which fish or shellfish are or could be taken and sold in interstate or foreign commerce,
6f6d3407-197e-4a99-917b-6de7dbdffd92,0,127,Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States",
6f6d3407-197e-4a99-917b-6de7dbdffd92,145,200,Softlaw,bilateral agreement with this State of Design Authority,f
6f980cb2-485e-4b29-b37c-c2ea442077ec,109,122,Foreing Policy,proposed rule,
6f980cb2-485e-4b29-b37c-c2ea442077ec,406,761,Softlaw,covered financial institutions would be required to notify those foreign correspondent account holders that the covered financial institutions know or have reason to believe provide services to Bank of Dandong that such correspondents may not provide Bank of Dandong with access to the correspondent account maintained at the covered financial institution,f
70095efb-93ec-4e6d-8681-6e7474decffb,216,617,Softlaw,"Nominees to fill the foreign processor seat will be solicited from foreign mango organizations and from foreign processors. Foreign mango organizations will submit two nominees for each position, and foreign processors can submit their own name or the names of other foreign processors directly to the Board. The nominees will represent the major countries exporting frozen mangos to the United States",
707b69ca-eada-4ffa-a3b4-8f9eb79ab497,253,309,statute,"title 49, U.S. Code. Subtitle I, sections 106(f) and (g)",
707b69ca-eada-4ffa-a3b4-8f9eb79ab497,680,702,statute,Section 40105(b)(1)(A),f
707b69ca-eada-4ffa-a3b4-8f9eb79ab497,819,843,Agreement,international agreements,f
707da52d-32af-4ab5-95ba-ef5909ebb857,15,97,Foreing Policy,fish or shellfish are or could be taken and sold in interstate or foreign commerce,
719111c9-95d2-47bc-986c-66750e0b1410,469,644,Treaty," U.S. recreational fisheries have a significant role to play in reducing fishing mortality on shortfin mako sharks, and must be included in management of this overfished stock",
719111c9-95d2-47bc-986c-66750e0b1410,659,728,Softlaw,the no action alternative would fail to meet the minimum requirements,f
719111c9-95d2-47bc-986c-66750e0b1410,742,768,Softlaw,ICCAT Recommendation 17-08,f
719111c9-95d2-47bc-986c-66750e0b1410,782,816,Softlaw,inconsistent with U.S. obligations,f
719111c9-95d2-47bc-986c-66750e0b1410,827,839,Treaty,ICCAT treaty,f
719111c9-95d2-47bc-986c-66750e0b1410,841,845,statute,ATCA,f
71d38d0b-563a-4df3-89ed-4c46d93a741a,200,237,Foreing Policy,affect interstate or foreign commerce,
723d8ac8-f115-40fe-948e-b9a919b3a46e,193,315,Softlaw,NMFS would then take action at the international level through ICCAT to develop a rebuilding plan for shortfin mako sharks,
723d8ac8-f115-40fe-948e-b9a919b3a46e,1019,1284,Softlaw,"These measures could change the way that the U.S. recreational and commercial shortfin mako shark fishery operates, which could cause long-term direct economic impacts. Any future action to implement international measures would be analyzed in a separate rulemaking",f
724981b9-4d69-4494-a481-b19e3be5045e,0,32,Treaty,The Trade Agreements Act of 1979,
724981b9-4d69-4494-a481-b19e3be5045e,62,228,Foreing Policy,prohibits Federal agencies from establishing standards or engaging in related activities that create unnecessary obstacles to the foreign commerce of the United State,f
724981b9-4d69-4494-a481-b19e3be5045e,231,431,Treaty,"Pursuant to this Act, the establishment of standards is not considered an unnecessary obstacle to the foreign commerce of the United States, so long as the standard has a legitimate domestic objective",f
724981b9-4d69-4494-a481-b19e3be5045e,548,680,statute,"The statute also requires consideration of international standards and, where appropriate, that they be the basis for U.S. standards",f
724fcf52-92a8-47c6-9629-a8c8d2288cb0,316,333,Foreing Policy,national security,
73c3f590-e831-4b32-9acc-178dd470cbf2,396,507,Softlaw,"agreement between APHIS' Plant Protection and Quarantine program, officials of the NPPO of a foreign government",
73fa5673-1997-4a99-9d19-6d88e13d4736,48,64,statute,AWS-1 operations,
73fa5673-1997-4a99-9d19-6d88e13d4736,69,127,Agreement,subject to international agreements with Mexico and Canada,f
73fa5673-1997-4a99-9d19-6d88e13d4736,353,415,Agreement,consistent with the terms of the agreements currently in force,f
73fa5673-1997-4a99-9d19-6d88e13d4736,584,628,Agreement,any future agreements with Canada and Mexico,f
74754584-42fb-4365-9370-9fb5757c3734,129,199,Agreement,Pursuant to our bilateral agreement with the State of Design Authority,
7478f0c5-2a19-4b30-8bfa-1f4a1ad85dbb,5,109,Softlaw,if the nation is a party to or maintains cooperating status with the relevant international organization,
7478f0c5-2a19-4b30-8bfa-1f4a1ad85dbb,202,248,Softlaw,international or regional fishery organization,f
748cc34b-c91e-40db-b781-20445e7119b7,0,161,Foreing Policy,The benchmark survey covers the universe of foreign direct investment in the United States in terms of value and is BEA's most detailed survey of such investment,
74aabedd-f094-49eb-b10e-47770f606b9d,17,50,Agreement,bilateral airworthiness agreement,
7638754c-7804-42dc-8d26-f4c3c05b1f29,30,33,statute,MMA,
7638754c-7804-42dc-8d26-f4c3c05b1f29,35,139,Softlaw,certain foreign Pre-1972 Sound Recordings were already granted copyright protection in the United States,f
7686b4e3-b60f-40a0-b028-740577492b54,163,438,Softlaw,"Foreign mango organizations shall submit two nominees for each position, and foreign processors may submit their name or the names of other foreign processors directly to the Board. The nominees shall represent the major countries exporting frozen mangos to the United States",
77060887-5d03-4b0c-b334-cb925a90b38c,225,249,statute,49 U.S.C. 40105(b)(1)(A),
77060887-5d03-4b0c-b334-cb925a90b38c,312,380,Agreement,the obligations of the United States under international agreements.,f
774e98eb-8ebf-4ee6-968e-bd5e76a10507,36,51,Foreing Policy,foreign affairs,
776d8e17-2290-4d71-80ac-57da7f8597c0,26,100,Foreing Policy,used by interstate or foreign travelers for recreational or other purposes,
778690ff-9503-4aab-a525-b2aac81bfa8e,6,273,Foreing Policy,A covered financial institution that knows or has reason to believe that a foreign bank's correspondent account has been or is being used to process transactions involving Bank of Dandong shall take all appropriate steps to further investigate and prevent such access,
77ade899-b802-4e3b-8ccc-ac39c4bd9f58,542,567,Foreing Policy,protect national security,
77c1f20f-9220-46e5-bb66-4c4c3cb4ab94,14,39,statute,Moratorium Protection Act,
77c1f20f-9220-46e5-bb66-4c4c3cb4ab94,415,440,Treaty,international instruments,f
77c1f20f-9220-46e5-bb66-4c4c3cb4ab94,456,489,Treaty,FAO Port State Measures Agreement,f
77d0896f-eeba-43c9-aa2a-f52b4be840a0,178,210,statute,section 6004 of the Spectrum Act,
77d0896f-eeba-43c9-aa2a-f52b4be840a0,311,419,Foreing Policy,"“person[s] who [have] been, for reasons of national security, barred by any agency of the Federal Government",f
78bf5a84-4371-4839-b97f-be268f8cae11,33,105,Foreing Policy,"standard intelligence, law enforcement, and national security exemptions",
78f19d8f-e8b0-4f4d-a148-0ef936d324ca,173,177,Agreement,EASA,
79c8711d-5a87-4ffa-a691-544cab2cb629,352,386,statute,Section 312 of the USA PATRIOT Act,
79c8711d-5a87-4ffa-a691-544cab2cb629,387,483,Foreing Policy,requiring enhanced due diligence for correspondent accounts maintained for certain foreign banks,f
79ecf051-830e-4b1c-9697-728c4b87dae3,32,117,Foreing Policy,this rule is issued with respect to a national security function of the United States,
7a5266ef-65fa-4333-8eb3-042748c8ca7f,0,127,Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States",
7a5266ef-65fa-4333-8eb3-042748c8ca7f,145,164,Softlaw,bilateral agreement,f
7a65e499-be88-40b2-bc23-b51106167651,77,94,Treaty,income tax treaty,
7a65e499-be88-40b2-bc23-b51106167651,911,928,Treaty,U.S.—Y tax treaty,f
7a65e499-be88-40b2-bc23-b51106167651,1000,1017,Treaty,U.S.—Y tax treaty,f
7a65e499-be88-40b2-bc23-b51106167651,1536,1542,Treaty,treaty,f
7a881708-8dbd-464b-9630-232c3c124ecb,4,73,statute,"Executive Order 13609, Promoting International Regulatory Cooperation",
7a881708-8dbd-464b-9630-232c3c124ecb,75,120,Softlaw,promotes international regulatory cooperation,f
7a952d29-20b7-462f-8397-712a9d7b166a,388,408,statute,Magnuson-Stevens Act,
7a952d29-20b7-462f-8397-712a9d7b166a,527,551,Agreement,international agreements,f
7ab0a9c6-6f75-4589-8e5b-f69350c71d91,34,44,Foreing Policy,rulemaking,
7ab0a9c6-6f75-4589-8e5b-f69350c71d91,78,95,Foreing Policy,national security,f
7aca4810-f25d-46e9-83d6-f077a5819665,157,239,Foreing Policy,need to protect certain national security information from unauthorized disclosure,
7b7d3f9a-7cb4-490a-86d3-b599e4629db7,0,69,Agreement,"Executive Order 13609, Promoting International Regulatory Cooperation",
7b7d3f9a-7cb4-490a-86d3-b599e4629db7,71,142,Softlaw,promotes international regulatory cooperation to meet shared challenges,f
7bc9e400-52cd-4c62-88a5-9eb4b39203d4,265,281,Agreement,binding agreemen,
7bc9e400-52cd-4c62-88a5-9eb4b39203d4,286,303,CIL,international law,f
7bda76d0-a4c8-4964-af70-269ed7a6ad41,723,743,Agreement,Trade Agreements Act,
7bfdd788-f56a-45a1-99a9-55101b8d1c93,512,732,Softlaw,"while the USPTO can send a letter to a foreign government regarding the USPTO's exclusion order, foreign government officials have great discretion regarding whether to pursue further sanctions against their own citizens",
7bfdd788-f56a-45a1-99a9-55101b8d1c93,1073,1087,Foreing Policy,U.S. interests,f
7c40efe1-5baf-4579-bc12-239136d9ed66,126,174,Softlaw,"Pursuant to our bilateral agreement with France,",
7c611a45-8f48-46aa-bbff-9bc729f9452c,141,207,Softlaw,continuing discussions with the international regulatory community,
7d8365ac-82c7-4a7e-90ef-c2a6b9d84df2,130,150,Foreing Policy,UN-designated entity,
7d8365ac-82c7-4a7e-90ef-c2a6b9d84df2,252,596,Foreing Policy,"The President subjected KOMID to an asset blocking by listing it in the Annex of Executive Order 13382 in 2005, and the United States designated KOMID pursuant to Executive Order 13687 in January 2015 for being North Korea's primary arms dealer and its main exporter of goods and equipment related to ballistic missiles and conventional weapons",f
7e69b521-aef2-4cb9-9ee3-df5e6a691e23,32,38,Softlaw,BE-12A,
7e69b521-aef2-4cb9-9ee3-df5e6a691e23,39,131,Softlaw,must be completed by a U.S. affiliate that was majority-owned by one or more foreign parents,f
7ec2e5ce-4f94-40de-ada8-291c74262a5b,78,96,Treaty,treaty obligations,
7ec368be-590d-446b-b73b-8bec9ec35ff3,99,102,Treaty,IEC,
7ec368be-590d-446b-b73b-8bec9ec35ff3,512,568,Treaty,benefit of harmonizing with international test standards,f
7ecc797b-d41b-4b13-a798-b0cea42a575d,97,107,Treaty,UNSCR 1874,
7ecc797b-d41b-4b13-a798-b0cea42a575d,118,237,Agreement,international sanctions have served to significantly isolate North Korean banks from the international financial system,f
7ecc797b-d41b-4b13-a798-b0cea42a575d,239,596,Foreing Policy,"the North Korean government continues to access the international financial system to support its WMD and conventional weapons programs through its use of aliases, agents, foreign individuals in multiple jurisdictions, and a long-standing network of front companies and embassy personnel that support illicit activities through banking, bulk cash, and trade",f
7ed1d842-dcd2-44a7-a1ff-9a55cc149f05,257,358,Softlaw,international standards applicable to equipment and aircraft operating outside United States airspace,
7fd9a8ac-6c6e-413f-86cd-6beda9f40123,222,270,Foreing Policy,impact on the Federal Entity's national security,
82284368-bd2b-4447-8313-2cd1b2f3339e,126,173,Agreement,Pursuant to our bilateral agreement with Canada,
8246518b-3481-49ea-bcbd-0f7b31e3b55a,0,27,statute,Section 4(b)(2) of the Act ,
8246518b-3481-49ea-bcbd-0f7b31e3b55a,181,208,Foreing Policy,impact on national security,f
8271ad1d-f474-45b6-b6d5-8bb54a737087,195,212,Foreing Policy,national security,
8283d589-c8cf-45ef-8140-2cdac15710d2,406,507,Agreement,The NPPO of Spain must also sample and visually inspect a quantity of fruit specified in the workplan,
83494571-8c11-4eec-ab41-64370adbd7a6,43,85,Treaty,Convention on International Civil Aviation,
83494571-8c11-4eec-ab41-64370adbd7a6,118,166,Treaty,International Civil Aviation Organization (ICAO),f
83494571-8c11-4eec-ab41-64370adbd7a6,304,368,Softlaw,harmonizes U.S. noise standards with the international standards,f
83c09554-6978-48af-b20d-deda65b1e4d5,259,315,statute,"title 49, U.S. Code. Subtitle I, sections 106(f) and (g)",
83c09554-6978-48af-b20d-deda65b1e4d5,366,409,statute,"Subtitle VII of title 49, Aviation Programs",f
83c09554-6978-48af-b20d-deda65b1e4d5,473,492,statute,Section 40101(d)(1),f
83c09554-6978-48af-b20d-deda65b1e4d5,686,708,statute,Section 40105(b)(1)(A),f
84f29ae5-07ea-4494-88c8-a03baf9faa57,126,157,Treaty,.S.-Canada Albacore Tuna Treaty,
85b0debf-310d-41cd-a201-14e84bff9f5a,509,555,Foreing Policy,national security; and intelligence activities,
85bc2842-ad5c-434f-beda-e9609b8e0cfb,49,59,Foreing Policy,rulemaking,
85bc2842-ad5c-434f-beda-e9609b8e0cfb,89,141,Foreing Policy,national security concerns associated with small UAS,f
85e05e32-74b5-4382-a063-0e298c71008c,0,177,Agreement,Specific inspection and trapping requirements would be included in the bilateral workplan and would be adjusted as necessary to ensure that inspection and trapping are effective,
85f81523-5c2b-48fb-82e9-77a1acfb66a6,154,199,Softlaw,works with international regulators regarding,
864dc593-0e4a-4690-9089-ad7cb101b0b5,3,227,Softlaw," International Agreement Information means information DHS receives pursuant to an information sharing agreement or arrangement, with a foreign government, an international organization of governments or any element thereof,",
867b0e6f-9df6-4a0c-9610-cdc741bc33fa,545,568,Softlaw,international standards,
86c2f0e3-64cd-482c-a95f-5014868e0794,0,120,Softlaw,"In making its tolerance decisions, EPA seeks to harmonize U.S. tolerances with international standards whenever possible",
86c2f0e3-64cd-482c-a95f-5014868e0794,193,303,Softlaw,EPA considers the international maximum residue limits (MRLs) established by the Codex Alimentarius Commission,f
86c2f0e3-64cd-482c-a95f-5014868e0794,274,303,Softlaw,Codex Alimentarius Commission,f
86c2f0e3-64cd-482c-a95f-5014868e0794,328,351,statute,FFDCA section 408(b)(4),f
86c2f0e3-64cd-482c-a95f-5014868e0794,353,627,Treaty,"The Codex Alimentarius is a joint United Nations Food and Agriculture Organization/World Health Organization food standards program, and it is recognized as an international food safety standards-setting organization in trade agreements to which the United States is a party",f
86c2f0e3-64cd-482c-a95f-5014868e0794,629,800,Treaty,"EPA may establish a tolerance that is different from a Codex MRL; however, FFDCA section 408(b)(4) requires that EPA explain the reasons for departing from the Codex level",f
871e205f-7ac8-4ef0-bd56-29a992652e3c,158,177,Softlaw,bilateral agreement,
871e205f-7ac8-4ef0-bd56-29a992652e3c,292,304,statute,14 CFR 21.29,f
8726e70f-fe5a-4166-ac48-f85a6f5befee,365,488,Foreing Policy,activities sanctioned by the State Department and activities contrary to U.S. national security or foreign policy interests,
872ef1a1-7e87-41c3-9518-5960d720f340,549,738,Softlaw,"FAA, EASA, and airplane propeller part manufacturers worked to create to the maximum extent possible a single set of certification requirements accepted in both the United States and Europe",
8759e7af-6725-416a-ab13-80b3ff79c848,145,199,Agreement,bilateral agreement with the State of Design Authority,
896cf65b-ceec-4e76-ac49-fb4351e73767,5,18,Foreing Policy,proposed rule,
896cf65b-ceec-4e76-ac49-fb4351e73767,25,113,Softlaw,eliminate the burden on foreign applicants to produce and submit redundant documentation,f
896cf65b-ceec-4e76-ac49-fb4351e73767,293,300,statute,§ 21.29,f
896cf65b-ceec-4e76-ac49-fb4351e73767,398,531,Foreing Policy,"This proposal would streamline the TC process for import products, thereby facilitating U.S. industry access to aeronautical products",f
8a0271e2-c11e-484f-9343-23ffe06568bd,418,445,Foreing Policy,easons of national security,
8aaf1e88-9df7-4080-9e7b-ddb78f5de5db,200,207,statute,the Act,
8aaf1e88-9df7-4080-9e7b-ddb78f5de5db,372,389,Foreing Policy,national security,f
8aea64e4-ac44-4248-8fb3-cf0908ede311,299,322,Foreing Policy,international travelers,
8b801339-3d3d-41a9-b8b6-90f6efc212cd,258,278,statute," title 49, U.S. Code",
8b801339-3d3d-41a9-b8b6-90f6efc212cd,366,409,statute,"Subtitle VII of title 49, Aviation Programs",f
8b801339-3d3d-41a9-b8b6-90f6efc212cd,473,492,statute,Section 40101(d)(1),f
8b801339-3d3d-41a9-b8b6-90f6efc212cd,686,708,statute,Section 40105(b)(1)(A),f
8b801339-3d3d-41a9-b8b6-90f6efc212cd,709,850,Agreement,requires the Administrator to exercise his authority consistently with the obligations of the U.S. Government under international agreements.,f
8bd89ce1-3d8c-4b08-b48f-c0e092a27e34,126,174,Softlaw,"Pursuant to our bilateral agreement with Canada,",
8c1b7f80-44e9-40c6-b260-b79627b33dab,32,42,Foreing Policy,rulemaking,
8c1b7f80-44e9-40c6-b260-b79627b33dab,43,92,Softlaw,do not apply to insured branches of foreign banks,f
8c25469a-dde8-4080-8de0-9db4864e927b,6,32,statute,section 4(b)(2) of the Act,
8c25469a-dde8-4080-8de0-9db4864e927b,37,138,Foreing Policy,"consider any other relevant impacts, in addition to economic impacts and impacts on national security",f
8ce1bc99-1be6-4db1-91ec-afc9c7f82095,269,296,Softlaw,these records may be shared,
8ce1bc99-1be6-4db1-91ec-afc9c7f82095,370,403,Softlaw,international government agencies,f
8d756dd2-d42e-4a6f-bc26-779877f155d2,233,236,statute,CAA,
8d756dd2-d42e-4a6f-bc26-779877f155d2,756,804,Softlaw,international and interstate pollution abatement,f
8d7f8227-fdfa-457e-bb19-dac18430f863,13,17,Agreement,MTCR,
8d7f8227-fdfa-457e-bb19-dac18430f863,246,332,Agreement,Such proliferation has been identified as a threat to international peace and security,f
8d7f8227-fdfa-457e-bb19-dac18430f863,511,650,Softlaw,MTCR members voluntarily pledge to adopt the Regime's export Guidelines and to restrict the export of items contained in the Regime's Annex,f
